id,sentence,label
36671,国庆长假来“秋游”，哈哈，来陶冶情操，修身养性，看看植物，家里过去很方便的，百色路吃的东西也很多，植物园还是很大的，不过最近好像不是花季，人也不是很多，脚踏船还蛮好玩的，感觉和以前读书的时候来没什么区别，随便玩玩。,1
1631,"和朋友去的,结果唱到某首歌的时候死机了,重启N次后仍然不行,把工作人员叫来,都解决不了,只要唱到那里就死机,最后连整个楼的都不能唱了.最后经过维权,给我们赠送了免费券了.第二次唱到那首歌的时候死了下下,但是没有第一次那样剧烈的情况了.太曲折了.",0
38625,总体来说 烩面还是不错的  味道还不错\n但是服务确实很一般  希望把服务和卫生再提升一个档次\n不过就是肉太少  呵呵 希望有所改进,0
41018,上午参观完息烽集中营后，吃完中饭，就直奔遵义市了，话说遵义市的确不愧是中国的卫生城市之一啊！看上去是整洁干净，上海这方面的确差距不小！唉。。。。。。不可能十全十美啊！\n    现在参观遵义会址是免费的哦，不过要用个人身份证去换门票，每人每天限换兑一张！也就是如果你是住那附近的，每天可以进去参观一次！霍霍。。。。。。\n    不过进去参观就碰到一件恶心人的事情，进门右手有一幢楼是不让人进去参观的，听说里面好像在修整还是维护啥的！好的，你不让人家参观就不参观了，但是后来我们发现还是有人上去参观了，后来一打听，原来是绍兴市的市长大人，哦，这个地方如果你是领导大人就可以参观，如果你是市井小民，对不起，市井小民免入！！！！！！让我想起了上海以前的有个公园，上面写的是“华人和狗免入”，怎么就觉得遵义会议会址现在也多了一块牌匾啊！至少那幢楼多了一块牌匾，“市井小民免入”！！！！！！！正处级，还是正厅级别的才能上去啊！怪不得现在的人都为了当领导，不惜争得头破血流的，原来当领导有特权啊！！连参观个遵义会议会址也有特权！！！你如果是不让人进去参观，就一个人都不准进去参观，哪怕是我们敬爱的胡主席过来，也不行！有请领导事先你过来的时候联系一下，看看能不能是不是所有的都能参观到！如果想看全部，那就有请下次整修完您再来！如果无所谓，那就请您来参观吧！唉，不说了，还是说说遵义会议！\n    遵义会议是指1935年1月15日至17日，中共中央政治局在贵州遵义召开的独立自主地解决中国革命问题的一次极其重要的扩大会议。是在红军第五次反“围剿”失败和长征初期严重受挫的情况下，为了纠正王明“左”倾领导在军事指挥上的错误而召开的。这次会议是中国共产党第一次独立自主地运用马克思列宁主义基本原理解决自己的路线、方针政策的会议。在极端危险的时刻，挽救了党和红军。是中国共产党历史上一个生死攸关的转折点，标志着中国共产党从幼年达到成熟。\n    其中印象最深的还是红军四渡赤水那一段小电影！呵呵。。。很是神奇哦！遵义会议之后，红军在长征途中，处于国民党几十万重兵围追堵截的艰险条件下，进行的一次决定性运动战战役。在毛泽东主席、周恩来副主席、王稼祥将军、朱德将军等指挥下，中央红军采取高度机动的运动战方针，纵横驰骋于川黔滇边境广大地区，积极寻找战机，有效地调动和歼灭敌人，彻底粉碎了蒋介石等反动派企图围歼红军于川黔滇边境的狂妄计划，红军取得了战略转移中具有决定意义的胜利。嗲，攒啊！这个仗打得是神奇，真想穿越回去看看！！！呵呵。。。。。。\n     总之，参观完毕，总体来说还是很好的！受到了深刻的教育！不枉此行啊！\n     END!,1
9711,"免费开放,会有导游介绍，里面很详细了介绍了天津的发展历史，模型展区很大，做的很逼真，非常吸引人，夏天冷气开得也足",1
38798,路过的时候刚好有车位就进去看了一下，所有的苏宁都是差不多的，就觉得这里好像比较大，人也不是很多，东西就显得很多的样子。服务员态度还不错，介绍挺详细，也不太死拉着你买。,0
37145,就在翠阜新村旁边，物美超市（以前的易初莲花附近），感觉还好吧。时不时弄点儿小点心试吃。喜欢好利来的老婆饼，呵呵，好吃，以前5快钱一盒，现在物价啊，不行啦~在这儿吃了牛角，感觉好利来和津乐园的牛角味道都差不多。切角蛋糕也还行，慕斯蛋糕以前也才7~10块一小快，现在都涨啦~\n最后感觉这个店比较小，旁边挨着五福，价格上没有优势啊~,1
22674,在近三台子那里，这家算是不错的了，其他的都太小了，根本不适合朋友、同事聚餐呀！\n公司就在附近，所以一有聚餐机会，地点就必选这里了。\n去过几次了，味道还算不错，服务态度绝对一流，有个小帅哥，我们每次去都定他的桌，因为服务态度好，又会帮我们省钱，何乐不为呢！！！,1
9425,"店老板真是个醒目的重庆人，看我们第一次来，翻菜谱左找右找“博士后后”同学推荐的农家香碗，在一边\n  听到了，马上来解释夏天不做这个菜了。推荐了水煮鱼。水煮鱼的确很地道，鱼肉很嫩，下面铺的豆芽非常 爽\n口。干豇豆回锅肉也很好吃。凉拌茄子不太合胃口，太咸了，料加得重。提醒不要放味精，厨房的师傅还是没\n记住。\n  有次十一点经过店门口，还在营业，天哪，老板也太敬业了。\n  2011,7，5日更新，水煮鱼味道还是很足，但鱼肉感觉不新鲜，而且用的全是鱼的边角料的肉，干脆水煮豆\n芽还好些。渣海椒回锅肉太咸了，这东西只能打包回家炒饭吃。火爆腰花的腥味很重，不推荐，不如双楠有家\n内江私房菜的火爆腰花味道足。泡椒鸡杂还挺下饭，鸡杂很少的一点点，里面莴笋居多。空心菜非常老，而且\n炒得很油。",1
8107,非常老的一家店了，十年前我刚到深圳的时候，这家店就在这里了。\n可能是湖南人的原因，对潮州菜感觉味道有点点不够，没有别人描述的那么好吃，但是，存在这么久了，总是有它的理由的吧。,0
753,很喜欢这家店 经常去吃 每次去都喜欢点他们家的麻婆豆腐 \n口水鸡的味道也是很不错的 还有宫保鸡丁 就是菜码太小了~\n他们家每一期都有特价菜 点那个很合适 而且味道都很不错 价格也很便宜~\n是去道理逛街填饱肚子的好去处,1
31283,肚子疼得厉害没什么味口\n突然想起有一次肚子疼吃了过桥米线就不疼了\n所以今天我又来了\n人气很旺\n随便吃吃还是可以的\n但是小心点\n别让锅把手给烫伤了\n我今天就被烫了,0
24998,顺风就是我们中午的食堂，遇上人多，我们就去顺风。\n我们只点中午的特价菜单，价格还是比较公道的，量也挺足的。人均差不多在25元左右。\n顺风的味道嘛，反正几年吃下来，也没吃腻，由此证明还是可以的，\n而且中午的特价菜单隔一阵就会换，很人性。,1
39792,服务员是经过专业培训的，还不错\n菜品是经过改良的湘菜和荆楚菜，不是很辣，\n个人感觉如果是商务宴请的话，还能拿的出手，,1
18780,又一个父亲节来临，我同个仔（中考完毕）共同夹款请老豆吃番一餐（呢一年来为仔中考天天辅导，劳苦功高了），选来选去还是觉得建国性价比最好，88，5星级，环境一流，交通方便，品种当然略少，但基本上对得住个价钱了。我同个仔讲，中考如愿以偿的话，一定齐齐去白天鹅或花园试试，好好庆祝庆祝。就系唔知个仔争唔争气，罗到呢个入场劵，期待中。。,1
5248,老板送了我2千元这边的抵用券，我乐呵呵地要带爸妈一起去，然后老妈本来还说要带外公外婆一起去开开荤，我事先查了一下人均消费，吓我一跳，跟妈妈说，就免了吧＝。＝\n新世界的停车真是壮观，是在楼上的，你开车往上绕啊绕啊绕啊绕，不停地绕终于找到一个空位，转弯空间很小，车位每层都很少，新手慎入。\n丽笙大酒店算5星的吧，但是建在这个地方也注定了它大堂的没派头，找到餐厅内饰还算让我们满意，一打开菜谱让我们吓一跳，菜价都是3位数的，还要再加15%服务费。老爸喜欢吃海鲜，点了几个加过些许海鲜的菜，粗略算一下就超过2千了，立马住手。\n菜的味道还真的没什么特别的，干贝还算新鲜，问题是几百一盆菜里寥寥无几，能让我记住的特色菜还真的没有，可能是我没点到特色菜吧。结果买单花了老板给的2千券以外，还贴了我300多，基本就都是服务费了＝。＝\n果然老板来过的地方不是我们这些凡夫俗子该来的，我忍了，谢谢老板。。。下次自己绝不再来。,0
13113,再次路过，喝了新品白兰地什么的酒酿新品~感觉稍微甜了点~其他的味道还是不错的~酒味稍显一点点~总体非常不错~赞一个,0
27734,朋友团的券去的，交通很方便就在军人俱乐部里面。但里面设施太陈旧了，音响效果也很一般。洗手间卫生也不好。反正是不会再去的店,0
27931,好像大家有宴请就会到这里来，酒席集散地了。\n菜品做的都还不错，还没有吃到过很难吃的东西(*^__^*) 嘻嘻……\n总体影响鱼都做得很好，都挺有特色的。但是，酒宴菜很难记住菜名了,1
25143,一直以为是广东菜馆，原来是北京人开的。\n主打焖锅，无汤无水无油，用特制的酱来焖出来的。\n我们点的是焖蛙锅，肉很嫩。特制的酱味很入味。\n吃完焖锅可以加汤变成火锅。\n味道很好吃。更值得一提的是后来加一点汤下的扯面，极美味。\n现场扯面，有点像拉面，一个面块扯成面条。但扯的很好看，上下挥舞的。\n这家分店装修不咋的，很简陋的感觉，和泰然比起来差远了。虽然泰然那家也不咋好。\n总体说来，味道还是不错的，可以一试,0
26984,差差差！！！！！！！！！！！！！！！！\n态度非常恶劣！！！！因为开在家门附近，晚上回来晚，顺路在他家随便吃吃。才刚上齐没吃几口，店里的空调就没有了。问服务员，说是线路出了问题，现在马上找人修。我们只好坐在那边等，外面热的35度，店里没空调马上就闷得没办法吃了。隔壁几桌因为吃的差不多了，就打包买单走了，我们因为菜刚上来，没吃几口，一桌汤汤水水没办法打包，只好继续等！\n等了40几分钟还不见空调的店修好，实在等的受不了叫服务员问何时能修好。服务员说正在修，也不知道，我们不想再等了，于是问他们店家怎么解决。服务员答复只能打个小小的折扣。\n我们让他们叫老板，问他们打个五折怎么样。结果来了一个态度很恶劣的厨师，上来没一句抱歉的话，直接说五折绝对不行，最多九折。我们想不通了，你们店里停电，已经造成我们点的餐没办法吃了，反过来比我们还凶，说菜没问题，他们开不开空调不管我们事，没空调也一样做生意，他们没一点责任，还拍桌子叫嚣少一分钱不让走。态度非常非常坏！！！\n最后一个服务员出来打圆场，八折买了单，一桌子菜，只吃了几口，一肚子气！这种服务态度的店，大家还是少去为好！没事则以，有事什么责任也不讲！\n超级差评！！！！！！！！！！！！！！！！！,0
8021,我不明白啊，这家的评价为啥这么高！\n1.贵，随便肉菜就40+，什么鱼啊排骨啊都这么贵，这都得到比较高级的餐馆的价格，可惜他们家的环境还不好。\n2.味道很无语，那个汽锅鸡就是大块的肉，吃着就是味精调出来的味道。\n3.菠萝饭和宝琴差很多，一点都不糯米的感觉...\n总之就是又贵又难吃，外加那些服务员呆头呆脑，吃了半天没吃饱外加一肚子气。,0
16703,从这家店刚开业开始就一直有光顾，觉得菜的水准一直有在缓慢下降\n看到这里有人10年2月还点评说姜汤面好吃，外婆桥的姜汤面刚开业的时候做的那个惊艳啊每次必点，现在就越来越普通了。\n鱼头很经典，烧的很入味，但是晚上去有时可能卖完了。\n以前最爱的一道菜是外婆桥的自制豆腐，乳白色的汤鲜香甜美，可是上次去居然这菜已经不做了，之前我都当成招牌菜向朋友推荐的，后来大厨推荐的另一款豆腐就很平庸。,1
27329,教科书的辅助参考书非常全，周围的学校都去那里买书，老师也经常指定，到这里买\n主要是参考书，和一些练习册，方便周围的学生，就是面积不大。,1
11605,一家老北京炸酱面馆，小吃有炸咯吱、炒肝、豆汁等，面有炸酱、西红柿鸡蛋、茄丁、木须，拌料自取，红枣猪手软烂入味，有毛豆烧茄子、炸茄盒、爆三样、鱼头泡饼等京味菜。也有川北凉粉等川菜。在这一带价格还比较实在，平常吃吃还可以。,0
43289,早些年没有桌游店时，这里是很热门的休闲之所，好友们经常约在这里玩天黑请闭眼或者打牌什么的。从上海传过来的店吧，报纸上对这类店的兴起还做过专题，口碑不错。\n有单间的，环境还行，比较清静。以前有种下午茶套餐，好像是无限畅饮续杯，适合在这呆一下午，看书打牌看电视你随便，挺有感觉。,0
2739,妈妈爱吃必胜客，于是只要她过生日，老爸过生日而且我又在他们身边时就会去必胜客，虽说不贵，但是长辈喜欢就可以。喜欢这里的蜗牛。曾经有人写了一篇论文论述如何摆放水果，才能对得起28块的价格，哈哈，我倒是学不来，经常随便放上一些喜欢吃的在盘子里就走了。,1
2133,人挺多的~晚上和周末路边停车都停满的~有游泳池~晚上人不少的~最近营业结束后在装修~不知道是搞那一块的~别扰民就好~,0
26921,以前两个姐姐结婚的时候感觉我还是很积极的帮他们找婚纱馆，可现在轮到我了，我反而变得比较懒了，婚纱馆还是BF找的，感觉有点惭愧的哈，公主馆很喜欢的一个名字，到实体店里了解了一下，感觉很满意，当天就敲定在这家定下来了，开始的时候试穿了几个婚纱，感觉都挺不错的，我的身材还是很不错的，自恋一下哈，走的时候留的电话号码，如果有新婚纱的话是会打电话通知的，可以来试穿一下的，这点感觉不错的哈，喜欢简约，可爱再加一下典雅的风格，本来以为我的要求还是很苛刻的，但是拍出来的效果的确是我想要的，哈哈。。。上来赞一下。,1
25251,地点真的挺好，买东西的人不是太多，东西不多很贵，味道挺好的，不像是板栗，挺甜的，还有其他的干过卖，不同大小不同价位，味道差不多！,0
10275,下班时候实在饿扁了，忍不到回家了，就在这家解决了，牛肉面很台式，听老板讲话像是台湾人口音，汤头很浓很鲜，下次想去吃吃较贵的皇品牛小排面。,1
15757,朋友请客吃的特别菜馆，很有伊斯兰清真风范的环境，菜做得挺有特色的，味道也挺好的！\n红烧牛尾，葱烧海参，红烧蹄筋是很美味的菜，色香味俱全，很诱人的！,1
5964,团的，给服务员打电话问路，她也不知道，后来态度还特别不好，进去以后，没有正规日料的氛围，服务员态度也不好，问她有没有番茄酱，还不乐意给，你上的东西都带番茄酱，竟然告诉我没有，什么破地方啊！反正以后再也不去了！,0
23344,软壳蟹手卷里的软壳蟹变好小，就加多条蟹肉棒，很难让人接受的！\n软壳蟹手卷里的软壳蟹变好小，就加多条蟹肉棒，很难让人接受的！,0
23091,去这里吃的人一般都冲着特色菜来的，特色菜味道真的很独特，而且店的地理位置也不错有停车场，没吃过的可以过来尝尝，缺点就是环境一般般,0
17039,同事请客在这里吃过一次··\n感觉也没网上说的那么好吃，本人不吃蛇的。猪骨的还行\n但是其他菜都还可以吧，都是顺德菜，其实顺德很多菜馆都还行，呵呵··,0
38702,没有想到丽江居然有个洋快餐（肯德基），\n地儿很好，古城边上；\n店铺不是很大，人很多；\n不是很好吃，也许是因为是水质的问题吧~\n因为那天正好赶路，所以就进选择了这里，\n其他的东西不敢吃，因为不是很了解，\n这里是了解但是。。。无语。。。\n要知道，应该提前做功课，；\n了解一下这里的美食，\n就算赶路也要选择好。\n这是我的失误。,0
37495,这家在上海还挺有名气的，这的粥可以自由调配，随自己喜欢挑选海鲜组合。点了虾蟹干贝粥，价格过百，因为膏蟹的价格在那儿。一向亲民的粥在这家成了一道大餐。,1
15883,对这家店感觉挺不错的。。可能是因为我和琳有很多时候，几乎每天上课中午就会去哪里做一会。。对他们家的食物，，和饮料没有什么太大的记忆。。不过比较喜欢他们店。。地方不大（可以说挺小的）但是喜欢这种小。。比较幽静。。我和琳基本会做在2楼。。。没什么人打扰我们。。看着窗外还是比较小资的，，哈哈。。做在里面。。听着广播。。在那个读书年代，那感觉是超好的。。。一直在想。。小店只要在重新装修一番。。那一定还要更嗲的。。每天和琳在里面聊东聊西。。谈天说地。。挺怀念的。。。毕业了之后就很少去了。。。,1
31643,这个店门口一直上站了一堆的阿姨妈妈 如果不是家里搬了 估计我妈也在其中 不过说来 这里的一些东西是挺偏宜的 买零食的好去处啊,0
24603,看到工作人员的操作后才决定买的，新鲜水果现榨，不添加别的东西，价格又公道，昨天喝了一杯。今天再去喝！,1
30619,这店价格便宜，环境不错，看上去干净卫生，煎蛋牛扒才23港币，味道不错，牛肉很嫩，我点的是个什么粉的，感觉有些硬，里面带个煎过的鸡肉，汤的味道还成，赠送饮料，确实很便宜,0
30021,一直对西餐不感冒。不过这家还行。环境也就这样。晚上坐窗边能看到虹桥的夜景还不错。\n餐前面包可以。特别是蘸着黑醋吃。\n加拿大龙虾沙拉。恩特别要表扬这个菜。老公不爱吃醋和蔬菜。这次居然都吃了。\n还点了大明虾和银鳕鱼 。果断适合我。如今要清淡的口味。价格还行。加了15%的服务费。,1
